Title,Labels
france gender equality patriarchy paris. Non  Monsieur,"9,2,10,11"
coronavirus tuberculosis covid 19 prevention. Learnings from Coronavirus pandemic can help in the fight against TB,"10,8"
schools reopen coronavirus covid 19 students education economy. Education is an essential activity. Ignoring schooling will have long-term implications,"8,10"
kerala elections local bodies ldf congress bjp. Left turn in Kerala,10
4g spectrum auction telecom. Spectrum of choices,6
corporate ownership of banks is not the way to atmanirbhar bharat. Corporate ownership of banks is not the way to Atmanirbhar Bharat,"9,10,2"
the vulnerable protestor. The vulnerable protestor,"9,10"
love jihad uttar pradesh anti conversion law yogi adityanath. UP anti-conversion law pushes women back under parental and community control,"9,10,2"
coronavirus pandemic covid vaccine tracker uttar pradesh. From control rooms to testing  several strategies helped UP contain pandemic,"9,10,8"
ludwig van beethoven musical cultures western art music. Beethoven s 250th birth anniversary is right time to reappraise his interest in traditional music of all kinds,"9,10"
new evidence on child nutrition calls for radical expansion of child development services. New evidence on child nutrition calls for radical expansion of child development services,"9,10,2,8"
farmers protests farm laws d raja labourers rations food apmc mandi. New farm laws will impoverish rural India  eventually lead to collapse of PDS,"9,10,8"
national com.sorceshare.userstore.security bill venkataraman frontier gandhi. Forty Years Ago  December 17  1980,"9,10,2"
tablighi jamaat covid 19 coronavirus delhi police. Say sorry,"9,10"
boris johnson republic day india. Equal partner,"9,10"
farmers protests pizza farm laws. A slice for protests,"9,8"
farmers protest laws modi bjp. Listen to each farmer,"9,8"
trouble returns to ethiopia. Trouble returns to Ethiopia,"11,10"
coronavirus covid 19 vaccine distribution india. Listing challenges,"9,8"
pm wani scheme public wifi internet connectivity india. PM-WANI has the potential to revolutionise the way India accesses the internet,"9,10,2,6"
amazon reliance future dispute fdi in multi brand retail atmanirbhar bharat. Rise of  corporate nationalism  empowers Indian companies at expense of consumers,"9,10"
india armed forces defence budget army navy air force modernization. Indian armed forces must prepare personnel to shoulder responsibilities at all levels of new unified commands,"9,10"
farmers protests reforms farm laws economy gdp growth. Govt needs to ready solutions that will facilitate agrarian transition without hurting farmers,"9,10,3,8"
astad deboo death dance madhu trehan. People took advantage of Astad Deboo s talent  decency,10
leonid brezhnev forty years ago december 16 1980. Forty Years Ago  December 16  1980  ,"10,5"
google mail gmail youtube down. Hour of darkness,"10,6"
air india disnvestment privatisation. Divest and spend,"9,10,2,3"
farm laws modi protest. Farm Bills threaten to undo work of generations of farmers  policymakers,"9,10,8"
your old gadgets are piling up into a crisis. Your old gadgets are piling up into a crisis,"9,10"
sushant singh rajput case media reporting. Sushant Singh Rajput case was used to create mass hysteria  amounting to nothing,10
joe biden us president india us relations trade technology paris accord. Delhi must actively participate in new technology coalitions to secure its geopolitical interests,"10,11"
green revolution farmers protest farm laws modi govt msp. Old model of agriculture is a drag on the economy  rural living. New farm laws offer a way out,"9,10,7,1,2"
government cites lack of fiscal space for reluctance to provide adequate support to economy this is odd. Govt citing lack of fiscal space for reluctance to provide adequate support to economy is odd,"9,10"
ayurveda postgraduates surgeons ayush ministry doctors surgery. Standards must not be lowered to certify Ayurveda postgraduates surgeons,"9,10,8"
assam forty years ago december 15 1980. Forty Years Ago  December 15  1980,"9,10"
malnutrition india children hunger alarm family health survey. Hunger alarm,"10,8"
farmers protests farm bills talks narendra singh tomar. Talking and listening,"9,10,8"
john le carre death booker prize. Le Carre s people,10
india investment capital siac. To emerge as trusted destination for investments  India needs to ensure predictable policy regime,"10,3"
repurposing coal plants into solar and battery can be beneficial for society at large. Repurposing coal plants into solar and battery can be beneficial for society at large,"10,6"
love jihad inter faith relationships inter caste marriage. Campaigns against inter-community relationships are a way to redirect anxieties over large-scale structural disruptions,"9,10"
indian economy farm laws protests banking reform modi govt. On farm and banking reform  it is people  not government  who are risk-averse,"10,3"
astad deboo dead dance like astad. Astad Deboo could shock tradition  and yet remain open to collaborations,10
france com.sorceshare.userstore.security law macron muslims islamism. La cit  vs Egalit ,"11,10"
asaduddin owaisi aimim hyderabad muslims rss. Asaduddin Owaisi s success in carving out a Muslim constituency will benefit BJP and bleed the Congress,"2,10"
covid 19 lockdown migrant workers bihar mgnrega. Counting workers in,"9,10,8"
forty years ago december 14 1980. Forty Years Ago  December 14  1980,"9,10"
delhi protests ramlila maida jantar mantar farmers borders dissent. To pit people s protest against infrastructure is to diminish urban life and democracy,"9,10"
bilateralism versus multilateralism. Bilateralism versus multilateralism,"9,10,2"
new fcra rules strike at non profits at a time their role has become critical. New FCRA rules strike at non-profits at a time their role has become critical,"9,10,2,3"
up love jihad law economy p chidambaram. The new normal is scary,"9,10"
narendra modi new parliament building famers protest. Is it not fair to ask if PM Modi exists in a different reality to the one the rest of us inhabit ,"9,10,2"
dalits and the oppressions within suraj yengde. Charge of Dalit patriarchy is now being used to put down any assertion of being Dalit,"9,10"
parthiv patel unless an emergency i dont step out of house. Parthiv Patel on COVID isolation   Unless an emergency  I don t step out of house ,"10,8"
farmers protest agri laws apmc msp congress bjp. Farm laws alter bargaining landscape in favour of corporate players,"9,8"
jammu kashmir ddc elections sri lanka nirupama subramanian. DDC polls in J K recall an unsuccessful experiment in Sri Lanka four decades ago,"9,10"
farmers protest agri laws apmc mandis msp surjit bhalla. Protesting farmers are arguing for the perpetuation of colonial rule,"9,10,8,2"
pakistan media freedom journalists imran khan khaled ahmed. In Pakistan  the media is intimidated by both state and non-state actors,"9,10,11"
when this is over life in post covid world. As we return to normalcy  it s difficult to foretell if pandemic will fundamentally alter the way we live,"9,10,8"
2015 paris agreement climate change pollution. Countries should make climate pledges that are credible and fair,"10,1,11"
central vista new parliament building narendra modi. Centre s vista,"10,2"
jp nadda attacked west bengal election politics violence. Politics of violence,"9,10,2"
paolo rossi death news football italy. His twinkling feet,10
forty years ago december 12 1980 indo soviet amity. Forty years ago  December 12  1980  Indo-Soviet amity,"9,10"
lessons from anti caa protests. Lessons from anti-CAA protests,"9,10,2"
stepping up on nutrition. Stepping up on nutrition,"10,8"
police custodial torture cases cctvs. Comprehensive reforms  not just CCTVs  can end custodial torture,10
cow slaughter karnataka anti cow slaughter bill. Bad and worse,"9,2"
modi government protesting farmers talks msp. Don t close the door,"9,10,8,2,3"
nda government farmers incomes protests. Govt s dismissal of farmers  concerns reduces quality of policies  makes them harder to implement,"9,10,8"
the taming of the flu coronavirus. The taming of the flu,"9,10,8"
poet manglesh dabral death. Manglesh Dabral s poems distilled the sorrows without surrendering hope,"9,10"
farmers protests msp farm laws democracy. Farmers  protest may be bringing a small beginning of normal politics  of negotiation and compromise,"9,10"
amitabh kant reform the indian way. Democracy is the lifeblood of India  A rebuttal by Amitabh Kant,"2,10"
december 11 1980 forty years ago brezhnevs doctrine. December 11  1980  Forty Years Ago  Brezhnev s Doctrine,"9,10"
reinvigoration of human rights is imperative to emerge from covid 19 crisis. Reinvigoration of human rights is imperative to emerge from COVID-19 crisis,"9,10,8"
astad deboo assimilated many forms to create a new language of contemporary dance in india. Astad Deboo assimilated many forms to create a new language of contemporary dance in India,"9,10"
forty years ago december 10 1980 moscow on kabul. Forty Years Ago  December 10  1980  Moscow On Kabul,10
tallest and taller mount everest. Tallest and taller,"4,1"
the smart anganwadi. Anganwadi centres must be recast in a new avatar,"8,10"
making a spectacle. Making a spectacle,10
land of syrup and honey. It may be necessary to formalise apiculture to disincentivise adulteration in honey,"8,10"
reform as per mr amitabh kant. Reform  as per Mr Kant,10
who wants federalism. Our misshapen federalism is not about Centre vs states  but co-produced by political culture in both,"9,10"
new parliament building construction. New Parliament building will showcase evolution of democracy  reflect citizens  aspirations,"9,10,2"
farmers protest farm laws msp modi govt. Constituency for reforms in BJP-ruled states can disprove fears that farm laws are a corporate plot,"9,10,2,7"
open defecation india toilet an incomplete love story. Toilet  An Incomplete Love Story,"9,10"
union budget 2021 education unemployment youth. In Budget 2021  youth deserve more,3
keralas local brew. Kerala s local brew,10
forty years ago december 9 1980. Forty Years Ago  December 9  1980  Brezhnev In India,10
the burden of purity. Govt policies and civil society discussion on sanitation are yet to focus on cultural stigma,10
flip flop in jammu kashmir. Flip flop in J K,"9,10"
fields of the future. Govt needs to encourage more remunerative cropping patterns  while addressing farmer anxieties,"9,10,7"
greater hyderabad municipal corporation elections trs aimim bjp hinhu nationalism. In Hyderabad municipal poll  critical issues got lost,10
punjab haryana farmers protest farm laws modi govt. Farm laws worsen a development model that covets land  ignores cultivator,"10,7"
needed more wealth in health sector. For India  pandemic is an opportunity to move towards universal health coverage,"9,10,7,8"
a writers prejudice roald dahl anti semitism. A writer s prejudice,"9,10"
just philanthropy isnt enough important to fight for social economic justice. Just philanthropy  isn t enough. Important to fight for social  economic justice,"10,2"
reconfiguring businesses in time of pandemic. Reconfiguring businesses in time of pandemic,10
with anger and a song punjab farmers protests. Farmers  protest questions reform that promotes efficiency of agriculture  not well-being of agriculturists,10
jallikattu india oscar entry. India s Oscar entry   Jallikattu   is about the seething brutality of everyday life,10
rbi internal working group report banking competition. All models of bank ownership and governance have bugs and features. Let there be open debate,"3,10"
the veg option. The veg option,10
india climate change global warming modi govt. Delhi s real test on climate change is on building political consensus to adapt to changed reality,"1,10,2"
trust the iims. Trust the IIMs,10
celebrating jnu. JNU s greatness is earned  not bestowed on it,10
covid vaccine emergency approval india. In the open,"10,8"
forty years ago december 8 1980 farmers strike. Forty Years Ago  December 8  1980  Farmers Strike,"10,7"
people of denotified tribes continue to bear the burden of an unjust colonial past. People of denotified tribes continue to bear the burden of an unjust colonial past,"9,10"
uttar pradesh anti conversion laws are a political weapon to further communalism. UP s anti-conversion laws are a political weapon to further communalism,"2,10"
forty years ago december 7 1980 indiras speech. Forty Years Ago  December 7  1980  Indira s Speech,10
in farm debate a green reality check. Neither govt nor protesting farmers recognise challenge of depleting natural resources and climate crisis,"1,8,10"
a new map for the end of oil age. A new map for the end of Oil Age  Technology is answer to energy transition,"10,11"
clear the smoke cannabis decriminalisation. Clear the smoke,10
climate change india us china. India must forge coalition with like-minded nations on climate change,"1,11,10"
punjab farmers protests farm laws. Punjab needs a package to help it diversify output  overcome MSP trap,"3,7,10"
democracy tutorial farmers protests modi govt farm laws. Democracy tutorial,10
e cigarette ban health ministry. E-cigarettes could be banned promptly because of political will  coordinated efforts,"9,10"
the diabetes nurse in covid times. The diabetes nurse in Covid times,10
for india bidens climate plan is an opportunity. For India  Biden s climate plan is an opportunity,"1,11,10"
for india bidens climate plan is an opportunity. For India  Biden s climate plan is an opportunity,"1,11,10"
narendra modi farmers protest tavleen singh. Narendra Modi s dangerous isolation,"7,10"
constitution law modi govt p chidambaram. A fraud on the Constitution,"2,10"
farmers protest mahendra singh tikait rajiv gandhi. Thirty-two winters ago  the hookah  the hukumat,"7,10"
manpreet singh on covid isolation i miss my fiancee over 10 months since we last met. Manpreet Singh on Covid isolation  I miss my fianc e. Over 10 months since we last met,10
inside track plush plane. Inside Track  Plush plane   President Kovind boards the VVIP Air India One,10
d raja writes rss ambedkar hindutva babri masjid ayodhya december 6 a clash of ideologies. December 6  A clash of ideologies,"9,10"
rise and fall of hafiz saeed. Pakistan state s surrender to Hafiz Saeed embodies the perils of religious ideology,"9,10"
india gdp economy covid 19 worker wages sajjid chinoy. A recovery led by profits  at the expense of wages  has implications for demand  inequality and policy,"3,10"
faisal khan arrest khudai khidmatgar anand patwardhan. Why is Faisal Khan  a human rights activist  in prison for an act of peace ,10
narendra modi politics economy farmers protest. Real power is with Centre  which holds the purse-strings in these fiscally-challenging times,"7,10"
mumbai covid 19 cases recovery dharavi. Covid in Mumbai  The municipality led a decentralised effort to increase testing  tracing  hospital beds,"8,10"
india economy growth rbi mpc covid 19. Growth pangs,"3,10"
rajinikanth political entry tamil nadu. Star trek,"3,10"
mahashay dharampal gulati mdh owner dead. The masala man,10
forty years ago december 5 1980 misa redux. Forty Years Ago  December 5  1980  MISA Redux,10
ahmed patel and arun jaitley the problem solvers. Ahmed Patel and Arun Jaitley   the problem solvers,"2,10"
jnu just another university. JNU s indifference to falling academic standards in other universities is now biting back,10
diego maradona death argentina footballer fifa world cup. How Argentinian football star Maradona became an Indian superhero,10
virat kohli 12000 runs sachin tendulkar. A Virat feat,10
uk cooronavirus vaccine rollout human trials. Piercing the pall,"8,10"
punjab farmers protests msp agriculture sector. Centre must pay heed to protesting farmers  concerns  dispel fears,"7,10"
supreme court women judges kk venugopal. Skewed justice,"2,10"
coronavirus vaccine update human trials. Vaccines are powerful but not perfect tools. Application in a diverse country is a challenge,"8,10"
december 4 1980 forty years ago up riots enquiry. December 4  1980  Forty Years Ago  UP riots enquiry,10
karachi bakery mumbai name change maharashtra navnirman sena. Karachi Bakery can change name  but can we wipe out our past  erase our memories ,10
1971 india pakistan war navy submarines ghazi arabian sea. 1971 s stealth warriors of the sea,"11,5,10"
indo pak war 1971 navy manekshaw pakistan. Strategic decision-making in the Indian Navy  circa 1971,"11,5,10"
de risking climate change. De-risking climate change,1
national education policy iplementation linguistic classroom. NEP must tap children s astonishing linguistic ability as a classroom resource,"2,10"
farm bills protets indian agriculture sector. Why should Indian agriculture be liberalised when in most countries governments subsidise it ,"7,10,2"
international day of persons with disabilities united nations india. Law promises people with disabilities equality of opportunity and accessibility  but our practices deny them that,"9,10"
bombay high court uddhav thackeray freedom of expression. Let there be noise,"2,10"
goa forward party vijai sardesai 2022 elections siesta. Find your susegad,"2,10"
justin trudeau punjab farmers protest. Trudeau s sermon,"8,10"
coronavirus vaccine after the vaccine comes. Smart testing and contact tracing will remain key to Covid containment,"8,10"
up love jihad law religious conversion anti conversion law. UP s  love jihad  ordinance has chilling effect on freedom of conscience,"2,10"
love jihad laws only codify decades old judicial pronouncements in a law.  Love jihad  laws only codify decades-old judicial pronouncements in a law,"9,10"
securing indias coastline. Securing India s coastline,"4,10,9,6"
inter faith couples marriage love jihad. Liberty of inter-faith couples must be celebrated  not reviled,"9,10"
cannabis in india marijuana legalization. India must join other countries in decriminalising marijuana,"11,10"
farmers protest farmer bill msp demand agriculture sector. Farmers  apprehensions about role of mandis  terms of procurement under new laws need to be addressed,10
bihar blindings undertrials 1980 opposition walkout forty years ago. December 2  1980  Forty Years Ago  Bihar blinding undertrials,10
f c kohli death tata consultancy services ceo india it boom. Leaders like F C Kohli laid the foundation for India s IT boom,10
punjab farmers protest farm laws msp system apmc mandis. Centre must carefully consider options  close communication gap with farmers,10
husbands family name womens identity patriarchy pauri garhwal. In her name,10
quds force fakhrizadeh assassination iranian general us drone strike. Ripple of uncertainty,10
indian economy gdp growth gst tax collections. Mend and repair,"3,10"
dealing with trumpism after trump. Dealing with Trumpism after Trump,10
truth about jnu. JNU admin has been undermining university s egalitarian  representative character,10
aishwarya reddy lsr student suicide. Aishwarya Reddy s death points finger at an education system that turns a blind eye to inequality,"9,10"
covid 19 who coronavirus pandemic. Key Covid challenge is to institute transparent mechanisms at points where science meets policy,"8,10"
test and. Test and protest,"9,10"
rss love jihad india secularism bjp govt. Long and deceitful history of the  love jihad  bogey,10
kaavan saheli elephant pakistan zoo. Kaavan and friends,10
up love jihad anti conversion law. Strike one,"2,10"
forty years ago december 1 1980 pm on prices. Forty Years Ago  December 1  1980  PM on prices,10
mohsen fakhrizadeh iranian nuclear scientist assassination india middle east relations. India  Pakistan and Bangladesh must deal with changed geopolitical realities in West Asia,"11,6,10"
election commission the triumph and trial in bihar assembly elections. State elections silence dire predictions of  democracy backsliding   frame challenge of jobs and growth,10
digital indias regulatory paradox. Digital India s regulatory paradox,"6,10"
as big tech faces antitrust heat in the us platform businesses regulators need to work together. As Big Tech faces antitrust heat in the US  platform businesses  regulators need to work together,"6,11,10"
forty years ago november 30 1980 assam protest. Forty Years Ago  November 30  1980  Assam Protest,10
indian economy contraction gdp. Glimmer   tunnel,"3,10"
justice trial court indian judiciary. Existing bail regime  loaded against poor and underprivileged  needs urgent reform,"2,10"
covid 19 vaccine challenges. Vaccinator challenge,"8,10"
gdp rise indian economy covid 19. With better than expected second-quarter numbers  economy could spring a positive surprise,"3,10"
swami vivekananda statue jnu controversy. JNU needs Swami Vivekananda s spirit  teachings to help it scale new heights,10
americas common ground. The US possesses a sense of independence at local level  even when divided at national level,"11,10"
pakistan army imran khan protests pakistan democratic movement nawaz sharif. Criticism of military in Pakistan s Opposition rallies is unprecedented,"11,10"
national education policy autonomy question. NEP and the autonomy question,"2,10"
how rahul gandhi can prove obama wrong kancha. How Rahul Gandhi can prove Obama wrong,"11,10"
india economy gdp unemployment p chidambaram. Slow march backward,"3,10"
26 11 mumbai terror attacks modi congress tavleen singh. 26 11 attacks  Mumbai remains as vulnerable today as it was on those awful days 12 years ago,"5,2,10"
slum numbers show cities dont help dalits shed caste. Slum numbers show cities don t help Dalits shed caste,"9,10"
acceptance of size easier said than done. Acceptance of size  easier said than done,"9,10"
ajit doval s jaishankar officials neighbouring countries tour. Reaching out,"11,10"
malabar navy exercise quad indian ocean com.sorceshare.userstore.security. To be taken seriously  Quad needs military heft  not desultory naval exercises,"11,10"
forty years ago november 28 1980 assam talks. Forty Years Ago  November 28  1980  Assam Talks,10
donald trump pardons michael flynn dow jones. Pardon him,"11,10"
covid 19 welfare schemes aadhaar pm cares. A social registry linking Aadhaar to residence info can target aid to the vulnerable during a pandemic,"8,10"
farmers protest economic reforms. Talk to the farmer,"7,10"
kamala harris first woman us vice president. Kamala Harris is more likely to think of a new paradigm for South Asia,"11,9,10"
punjab farmers protest farm laws. The government may ride out the farmers  protests. But simmering discontent will remain,"8,10"
diego maradona death hand of god football. Maradona was a rebel against a system that oppressed you by its rules,"9,10"
enrolment over education national education policy 2020. Enrolment over education,"2,10"
lessons in pandemic control from korea and taiwan. Lessons in pandemic control from Korea and Taiwan,"11,10"
vivekananda statue jnu controversy. New Vivekananda statue at JNU demands obedience and piety rather than engagement,"9,10"
rbi bank licences for corporates indian economy. Permitting industrial houses to own banks could undermine economic growth and democracy,"3,10"
ahmed patel dead congress salman khurshid. Ahmed Patel s silences ran deep. Congress will miss its go-to person,10
diego maradona death ball loses foot. Ball loses foot,10
forty years ago november 27 1980 v p singhs stand. Forty Years Ago  November 27  1980  V P Singh s Stand,10
hyderabad telangana ghmc bjp trs. Battle for a city,10
east india company colonisation pandemic. Our past should teach us how to resist new colonial designs framed by a pandemic,"5,11,10"
the red lines narendra modi. The red lines,10
maradona death footballer. Diego Maradona was a magician on the field  and a charmer off it,10
artificial intelligence farmer agriculture. AI for the farmer,"6,7"
solar power green energy climate. Harnessing the Sun,"6,1"
in defence of the supreme court cji sa bobde. In defence of the Supreme Court,"3,10"
love jihad law india bjp. On  love jihad   BJP picks up baton from vigilante groups. Police  judicial apparatus have aided this move,"9,10"
constitution day values modi government. Constitution is under threat from the very institutions that are expected to safeguard it,"2,10"
love jihad up yogi adityanath bjp. Roll it back,"9,10"
america joe biden donald trump. New old America,"11,10"
covid 19 oxford dictionary word of the year. A word is not enough,"8,10"
india constitution democracy modi govt ram madhav. In democracy  public morality and unelected institutions are necessary checks  not inimical to elected govt,"2,9,10"
ahmed patel congress dead. Ahmed Patel had a sense of Congress  history  and future challenge,10
indian economy gdp data nirmala sitharaman corona impact. Public sector investments are likely to remain depressed as states cut back on spending  making recovery difficult,"3,8,9,10"
forty years ago november 26 1980 price rise stabilises. Forty Years Ago  November 26  1980  Price Rise Stabilises,"3,10"
one ration card many left. One ration card  many left behind,10
the constitution has been the guiding light of the measures undertaken by the modi govt. The Constitution has been the guiding light of the measures undertaken by the Modi govt,"2,10"
protecting article 32. Right to constitutional remedies is the Constitution s soul. Surely SC is mindful of that,"2,9"
open cautiously. Open cautiously,10
bihar assembly elections election commission coronavirus. Bihar affirmed EC s ability to conduct elections that are free  fair   and safe,"2,10"
before the first shot. Before the first shot,10
the invisible pandemic. Gender-based violence was predictable  and preventable  fallout of lockdown,"9,8,10"
tarun gogoi death coronavirus. Tarun Gogoi had the ability to disagree without upsetting colleague or foe,10
consensus builder. Consensus builder,10
narendra modi amit shah jugalbandi the bjp before modi book. The power of two  Modi and Shah are the latest in a long line of jugalbandis in BJP,10
criticism that goes too far. Criticism that goes too far,"9,10"
bihar healthcare covid 19. A health plan for Bihar,"8,9"
pieces of peace 2. Pieces of peace,10
seculars scapegoat. Secular s scapegoat,10
body of art 2. In life and work  Yukio Mishima sought to reconcile beauty and death,10
before the cure. News on Covid-19 vaccines is encouraging. But the devil remains in the details,"8,10"
puppy eyes. Puppy eyes,10
india climate change global warming report. Politics must link climate action to economic and societal progress,"1,2"
supreme court of india criticism judiciary system. Unjust criticism of SC ignores its stellar contributions  undermines public trust in institutions,"2,10"
india gulf nations relations trade crude oil jaishankar visit. India must seize the new strategic possibilities with the Gulf,"11,10"
digital healthcare covid 19. Healthcare at a click,"8,10"
the promise of caa minus. The promise of CAA  minus politics,"2,10"
paying for poison. Regime of subsidies is the main reason why there is stubble in the first place,10
many more banks. Many more banks,10
iron fist velvet glove. Iron in velvet,10
india hunger index poor pds welfare programme coronavirus lockdown narendra modi. Hunger  nutrition are worse than before lockdown. PDS must be universalised,"7,8,9,10"
power in the air. IAF has enhanced India s deterrent and coercive posture in Ladakh,"4,10"
brahmaputra river china dam india china relation. Chinese dam projects on Brahmaputra are a threat to lives and livelihoods downstream,"4,11,9"
us wrosl politics joe biden india us china relations. We need a new democratic governing body to address chaos caused by myopic national governments,"11,2"
dam rehabilitation programme india. Securing India s dams,10
the dirty truth about open defecation. The dirty truth about ODF,"9,10"
reading between the lines as language is co opted. Reading between the lines as language is co-opted,10
inside track 103. Inside Track  Two reasons why BJP govt could be delaying framing rules under CAA,"2,10"
reforms for what growth or glory. Reforms for what   growth or glory ,10
sunil chhetri interview i would like to play in a stadium full of supporters. Sunil Chhetri   I would like to play in a stadium full of supporters ,10
dangerous dog whistles. Tavleen Singh writes  Is it any wonder that in Modi s India dissidence is being seen as sedition ,"9,2,10"
coming of age 15. Coming of age,10
machine hole. Machine hole,10
rescuing the bank. Rescuing the bank,10
sc judiciary sudha bhardwaj umar khalid arnab goswami. Criticism of judiciary stems from ideological inclination and dislike of particular political leaders,"9,10"
an insha allah nation. Journalist Declan Walsh s account describes exasperation  and hope  in Pakistan,"9,10"
way to grow. On economic growth  there is much we can learn from our past and from Pakistan,"3,11,10"
india us climate change action plan joe biden modi. India must reach out to Biden administration and propose a bilateral deal that focuses on climate action,"1,11,10"
manish arora fashion designer debt bankrupt. Rise and spectacular fall of designer Manish Arora,10
making of a biotech hub. Making of a biotech hub,"6,10"
india robots workforce covid 19. The friendly robot and the future of work,"6,10"
asean summit india jaishankar east asia summit. East Asia Summit signals India will pursue bilateral pacts with ASEAN countries,"11,10"
supreme court judicial system india pratap bhanu mehta. The complicity of the SC is manifest in its recent actions and orders,10
soumitra chatterjee death sharmila tagore. My friend  Soumitra Chatterjee,10
kashmir militants insurgency ceasefire pakistan elections. Advantage gained by India in either of the standoffs with China or Pakistan will go far in enhancing its international role,"9,10"
us elections bihar nitish kumar cpi ml d raja communists. Biden victory  Mahagathbandhan tally in Bihar show right wing rise can be halted,10
forty years ago november 20 1980. Forty Years Ago  November 20  1980,10
kerala covid 19 kasaragod. Picture perfect poll,"9,10"
bihar elections amit shah shadow in bengal. Shadow in Bengal,"2,9,10"
covid 19 delhi cases coronavirus arvind kejriwal. Fighting smarter,10
panic over pandemic productivity. Panic over pandemic productivity,"9,10"
river water disputes amendment bill water conservation governance. Centre  states must seize opportunity to come together for water governance,"1,2,9,10"
coronanvirus impact on economy india covid vaccine trade data. Arvind Panagariya s book points out that export remain key to economic growth,"3,10"
myanmar election aung san suu kyi. Myanmar results point to Aung San Suu Kyi s enduring popularity despite her party s patchy record,10
aishwarya reddy suicide lady shri ram college mental health students. A humane classroom is what universities must prioritise post Covid,10
soumitra chatterjee death satyajit ray. For generations  Soumitra Chatterjee was an artist who became a bridge,10
virat kohli paternity leave. Papa don t leave,10
rajya sabha p v narasimha rao forty years ago november 19 1980. Forty Years Ago  November 19  1980,10
twitter fleets social media. Fleeting thoughts,10
amit shah gupkar alliance jammu and kashmir omar abdullah diatribe and distrust. Diatribe and distrust,10
taking stock of the economic toll. Taking stock of the economic toll,"3,10"
chinas endgame in ladakh. China s endgame in Ladakh,"11,4,9,10"
carbon emission paris covid 19. India must not let global pressure force it off growth path,"8,9,11,10"
delhi air pollution quality index. Delhi govt should collect clean air tax and pay farmers to change farming practice,10
agriculture gdp growth economy. Agriculture and rural sector can jump-start economy if we fix its ills,"7,3,10"
supreme court arnab goswami bail article 32 pratap bhanu mehta. PB Mehta writes  SC was never perfect  but the signs are that it is slipping into judicial barbarism,"2,9,10"
joe biden us president india dimplomacy yoginder alagh. Biden and new diplomacy  India will need to recalibrate its strategy to shifting global realities,"11,10"
nitish kumar bihar cm renu devi. New Bihar and old,10
lewis hamilton formula 1 racing michael schumacher. A race against odds,10
production linked incentives scheme sugar mills. No sugarcoating,10
forty years ago november 18 1980 stormy session. Forty Years Ago  November 18  1980  Stormy session,10
new pitch for nitish kumar. New pitch for Nitish Kumar,10
the rcep trade deal question. The RCEP question,10
supreme court lower courts free speech india judiciary. Lower courts must heed the apex court s words on personal liberties and free speech,10
chirag paswan bihar election lok janshakti party. LJP s Bihar showing was disappointing  but Chirag Paswan emerged a leader,10
joe biden us president kashmir dispute india. Fresh military crisis in Kashmir can help Pakistan test Biden s South Asia policies,"11,10"
coronavirus covid 19 deaths cases herd immunity. Herd immunity debate shows that both scientific and moral judgement matters in Covid battle,"8,9,10"
soumitra chatterjee a renaissance man. Soumitra Chatterjee was a politically conscious artist  with a voice of his own,10
soumitra chatterjee death directors actor. Director s actor,10
forty years ago november 17 1980. Forty Years Ago  November 17  1980,10
covid cases delhi deaths india. Heed every warning,"8,10"
rcep seize the deal. Seize the deal,10
lost in lockdown covid 19. Lost in lockdown,10
gig lessons california india jobs employment. Gig Lessons from California,"3,9,10"
myanmar elections aung san suu kyi rohingya. Continuity in Myanmar,10
forty years ago november 16 1980 sabotage foiled. Forty Years Ago  November 16  1980  Sabotage foiled,10
farmers fertiliser subsidy india modi. Fertile opportunity,"7,2,3,10"
india diwali pollution air quality. An independent regulatory agency with powers to penalise pollution can help,"1,9,10"
love jihad india court consent. It is not for the law to decide on any other matter concerning marriage of two adults,10
soumitra chatterjee dead indian cinema. Soumitra Chatterjee lived a full life beyond the screen,10
kamala harris us vice president elections 2020 india us relations. Kamala Harris  victory will have a deep impact on India-US affinities and strategic partnerships,"11,10"
google antitrust case us facebok. Antitrust case in tech space needs to be built on intellectual evidence  rather than on ideology,"6,10"
not by the rulebook. Not by the rulebook alone,10
anxiety of oppression. Anxiety of oppression,10
bihar us elections nitish kumar bjp p. By dividing  we fall,10
diwali china kashmir narendra modi bihar elections tavleen singh. May Diwali bring hope this vile year,"9,10"
milind soman case skin in the game. Considering the surfeit of skin in mass media  can streaking still be considered countercultural ,10
social dilemma netflix elections suraj yengde. Not having a social media account is not an uncool thing,"6,9,10"
nasa moon water the western bias in science. The Western bias in science,10
us presidential elections 2020 joe bidens win talking down to america. What direction will progressive politics take in America ,"11,10"
jawaharlal nehru birth anniversary when opposition asked. When Opposition asked  PM Nehru answered the questions on China in Parliament,"5,11,10"
ddlj post liberalisation indian love. DDLJ was spot-on in its confidence in post-liberalisation Indian love,10
pakistan trading china india cpec. Pakistan has not used its geographical advantage to become a trading nation,"11,4,10"
third covid package mgnrega jobs. A calibrated package  Govt s restraint in spending is commendable,10
forty years ago november 14 1980 govt vs judiciary. Forty Years Ago  November 14  1980  Govt vs judiciary,10
sc arnab goswami kunal kamra. A Justice lecture,10
diwali 2020 covid 19 pandemic. How the light gets in,10
tejashwi yadav bihar election results ballot recount. Tejashwi s spectres,10
the nehru we should never forget. The Nehru we should never forget,"5,10"
aatmanirbhar bharat india gdp. India can become self-reliant  competitive if it cashes in on demographic dividend,"3,9,10"
bihar assembly elections election commission. Bihar poll further reinforces robustness of Indian election model,10
